,employee_id,department,region,education,gender,recruitment_channel,no_of_trainings,age,previous_year_rating,length_of_service,KPIs_met >80%,awards_won?,avg_training_score,is_promoted
21190,2417,Operations,region_12,Bachelor's,m,sourcing,1,29,3.0,4,0,0,59,0
21191,22028,Sales & Marketing,region_22,Master's & above,m,other,1,41,4.0,3,0,0,51,0
21192,64407,Procurement,region_21,Bachelor's,m,sourcing,1,36,2.0,7,0,0,71,0
21193,52695,Sales & Marketing,region_33,Master's & above,m,sourcing,1,57,1.0,3,0,0,45,0
21194,20993,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,31,1.0,7,0,0,48,0
21195,28181,Sales & Marketing,region_31,Bachelor's,m,sourcing,1,29,5.0,2,1,0,45,0
21196,42417,Operations,region_26,Master's & above,f,other,1,34,5.0,3,1,0,57,0
21197,59497,Operations,region_27,Bachelor's,m,sourcing,2,31,3.0,2,1,0,60,0
21198,21738,Procurement,region_5,Bachelor's,m,sourcing,1,29,2.0,7,0,0,70,0
21199,57483,Sales & Marketing,region_22,Master's & above,m,sourcing,1,36,1.0,10,0,0,51,0
21200,56234,Analytics,region_19,Bachelor's,m,other,1,31,3.0,4,0,0,82,0
21201,29482,Operations,region_2,Master's & above,f,other,1,37,3.0,7,1,0,54,0
21202,49627,Technology,region_27,Master's & above,m,sourcing,1,49,5.0,6,1,0,72,0
21203,65301,Analytics,region_22,Bachelor's,m,sourcing,1,30,3.0,8,1,0,82,0
21204,60961,Operations,region_4,Bachelor's,f,sourcing,1,39,4.0,11,1,0,65,0
21205,30585,Procurement,region_27,Bachelor's,m,sourcing,2,27,2.0,5,0,0,67,0
21206,72665,Technology,region_22,Bachelor's,f,other,1,27,,1,1,0,79,0
21207,4282,Legal,region_2,Bachelor's,m,sourcing,1,28,3.0,3,0,0,56,0
21208,31252,Procurement,region_31,Master's & above,f,sourcing,1,32,5.0,7,1,0,65,0
21209,66742,Procurement,region_7,Master's & above,f,other,1,31,1.0,2,0,0,67,0
21210,60710,Sales & Marketing,region_15,Bachelor's,m,sourcing,1,35,1.0,5,0,0,51,0
21211,67382,Technology,region_2,Master's & above,f,sourcing,2,32,1.0,4,0,0,76,0
21212,52550,Procurement,region_11,Bachelor's,f,sourcing,1,32,4.0,2,0,0,69,0
21213,72100,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,30,5.0,8,0,0,48,0
21214,74552,Operations,region_11,Bachelor's,m,sourcing,1,38,3.0,7,0,0,60,0
21215,33029,Operations,region_8,Bachelor's,f,other,1,34,2.0,5,0,0,62,0
21216,29080,Operations,region_4,Master's & above,m,sourcing,1,35,3.0,7,0,0,62,0
21217,26601,Procurement,region_7,Master's & above,m,other,2,43,3.0,11,0,0,70,0
21218,63435,Sales & Marketing,region_21,Bachelor's,m,other,1,42,3.0,5,0,0,54,0
21219,11241,Finance,region_2,Bachelor's,m,sourcing,1,29,3.0,5,0,0,58,0
21220,66199,Analytics,region_11,Bachelor's,m,sourcing,2,29,5.0,4,0,0,87,0
21221,72428,Procurement,region_7,Bachelor's,m,sourcing,1,29,3.0,6,0,0,71,0
21222,62555,Sales & Marketing,region_16,Master's & above,m,sourcing,1,33,3.0,6,0,0,48,0
21223,11615,Sales & Marketing,region_4,Bachelor's,m,sourcing,1,40,3.0,9,0,0,50,0
21224,42959,Analytics,region_31,Master's & above,m,other,1,37,3.0,5,1,0,87,0
21225,60256,Technology,region_5,Master's & above,m,other,1,36,2.0,3,0,0,75,0
21226,35769,Technology,region_2,Master's & above,f,other,1,20,1.0,2,0,0,83,0
21227,67598,Procurement,region_26,Bachelor's,f,sourcing,1,29,5.0,3,1,0,69,0
21228,54026,Procurement,region_2,Master's & above,f,sourcing,1,44,3.0,10,1,0,69,0
21229,3198,Sales & Marketing,region_29,Bachelor's,f,other,1,30,3.0,3,0,0,53,0
21230,26818,Technology,region_2,Below Secondary,f,other,1,22,,1,0,0,81,0
21231,2741,Procurement,region_7,Master's & above,m,other,1,37,3.0,4,1,0,70,0
21232,44437,Operations,region_22,Master's & above,f,other,1,56,1.0,17,0,0,65,0
21233,12805,Operations,region_34,Bachelor's,m,sourcing,1,34,3.0,2,0,0,61,0
21234,51982,Operations,region_11,Bachelor's,m,sourcing,1,27,4.0,3,1,0,54,0
21235,30301,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,27,3.0,6,0,0,62,1
21236,16154,Sales & Marketing,region_7,Bachelor's,m,other,1,33,,1,1,0,51,1
21237,60079,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,35,3.0,10,0,0,53,0
21238,16721,Sales & Marketing,region_2,Master's & above,m,other,1,44,4.0,13,1,0,93,1
21239,36068,Sales & Marketing,region_31,Bachelor's,m,other,1,26,2.0,3,0,0,52,0
21240,5854,Sales & Marketing,region_2,Bachelor's,f,other,2,38,1.0,3,0,0,45,0
21241,70239,Procurement,region_17,,f,other,1,29,4.0,2,0,0,71,0
21242,36060,Procurement,region_13,Bachelor's,f,other,1,33,3.0,3,1,1,70,1
21243,4396,Analytics,region_7,Bachelor's,m,other,1,40,4.0,10,1,0,82,0
21244,19811,Operations,region_2,Bachelor's,f,other,1,38,4.0,10,0,0,61,0
21245,30650,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,51,3.0,6,0,0,49,0
21246,36298,Technology,region_13,Master's & above,f,sourcing,2,33,4.0,2,1,0,75,0
21247,20583,Technology,region_29,Master's & above,m,other,1,34,3.0,3,0,0,73,0
21248,1093,Sales & Marketing,region_25,Bachelor's,m,sourcing,2,31,1.0,2,0,0,51,0
21249,31357,Sales & Marketing,region_6,Bachelor's,m,other,1,30,4.0,6,0,0,52,0
21250,54169,Operations,region_7,Bachelor's,f,other,1,32,2.0,6,0,0,61,0
21251,9232,Sales & Marketing,region_24,Bachelor's,m,other,1,29,3.0,4,0,0,48,0
21252,32853,Legal,region_7,Master's & above,m,other,1,44,3.0,7,1,0,59,0
21253,56400,Finance,region_7,Bachelor's,m,other,1,35,4.0,7,0,0,58,0
21254,32818,Sales & Marketing,region_8,Bachelor's,m,sourcing,2,26,,1,0,0,49,0
21255,11889,Operations,region_8,Master's & above,f,other,1,43,4.0,3,0,0,61,0
21256,46324,Sales & Marketing,region_2,,f,sourcing,1,22,3.0,1,0,0,46,0
21257,631,Sales & Marketing,region_28,Bachelor's,f,other,1,30,4.0,2,0,0,50,0
21258,31236,Technology,region_2,Bachelor's,f,sourcing,1,33,2.0,7,0,0,80,0
21259,26635,Operations,region_2,Bachelor's,f,other,2,34,3.0,3,0,0,60,0
21260,6946,Operations,region_22,Bachelor's,m,other,1,21,,1,0,0,62,0
21261,25175,Sales & Marketing,region_22,Bachelor's,m,other,1,29,2.0,2,1,0,50,0
21262,10955,Technology,region_31,Bachelor's,f,other,1,29,4.0,3,0,0,89,1
21263,37977,Technology,region_32,Bachelor's,f,sourcing,1,27,,1,0,0,76,0
21264,69468,Sales & Marketing,region_1,Bachelor's,m,other,1,42,1.0,11,0,0,47,0
21265,1008,Sales & Marketing,region_6,Bachelor's,f,sourcing,1,34,1.0,7,0,0,52,0
21266,68978,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,34,1.0,10,1,0,52,1
21267,70194,HR,region_2,Bachelor's,f,other,1,27,3.0,5,0,0,50,0
21268,53924,Sales & Marketing,region_6,Bachelor's,m,other,1,31,3.0,4,0,0,50,0
21269,2766,Operations,region_13,Bachelor's,m,sourcing,1,31,5.0,5,0,0,61,0
21270,20842,Operations,region_3,Master's & above,m,other,1,34,4.0,2,1,0,56,0
21271,20233,Sales & Marketing,region_12,Bachelor's,m,sourcing,1,24,3.0,2,0,0,52,0
21272,54819,Technology,region_7,Bachelor's,m,referred,1,27,3.0,4,0,0,83,0
21273,15271,HR,region_22,Master's & above,m,sourcing,1,48,5.0,7,0,0,46,0
21274,53684,Analytics,region_22,Bachelor's,f,other,1,27,3.0,4,1,1,83,1
21275,38987,Technology,region_17,Master's & above,f,sourcing,1,35,4.0,10,0,0,77,0
21276,27223,Sales & Marketing,region_23,Master's & above,f,other,1,38,5.0,9,0,0,49,0
21277,48250,Technology,region_2,Master's & above,f,other,1,49,4.0,18,0,0,83,0
21278,60469,Technology,region_22,Bachelor's,f,sourcing,1,29,3.0,6,0,0,79,0
21279,27928,Sales & Marketing,region_1,Bachelor's,f,sourcing,1,29,4.0,3,0,0,47,0
21280,47089,Operations,region_2,Master's & above,f,sourcing,1,46,3.0,13,0,0,64,0
21281,43174,Sales & Marketing,region_25,,m,other,1,27,5.0,3,0,0,49,0
21282,40312,Operations,region_7,Master's & above,m,sourcing,1,33,5.0,6,0,0,55,0
21283,14109,Operations,region_7,Bachelor's,m,sourcing,1,30,3.0,8,1,0,60,1
21284,60353,Analytics,region_17,Bachelor's,m,sourcing,1,29,5.0,1,0,0,86,0
21285,62320,Procurement,region_2,Bachelor's,f,sourcing,1,57,3.0,5,1,0,72,0
21286,29078,Procurement,region_2,Master's & above,m,other,1,39,3.0,9,0,0,72,0
21287,66760,Operations,region_13,Bachelor's,f,other,1,34,5.0,7,1,0,57,0
21288,38314,Operations,region_15,Bachelor's,m,other,2,34,3.0,9,0,0,62,0
21289,67264,Sales & Marketing,region_28,Master's & above,f,other,2,34,1.0,7,0,0,53,0
21290,35109,Sales & Marketing,region_2,Bachelor's,m,other,1,43,1.0,7,0,0,43,0
21291,28551,R&D,region_7,Master's & above,m,other,1,41,1.0,10,0,0,90,0
21292,18593,Sales & Marketing,region_28,,m,other,1,34,2.0,3,0,0,46,0
21293,1578,Procurement,region_2,Bachelor's,f,sourcing,1,36,5.0,7,1,0,69,0
21294,5028,HR,region_7,Master's & above,f,sourcing,1,36,5.0,4,1,0,44,0
21295,65756,Sales & Marketing,region_19,Bachelor's,m,other,2,28,1.0,4,0,0,48,0
21296,59380,Sales & Marketing,region_23,Master's & above,m,other,1,47,1.0,17,0,0,53,0
21297,41211,Sales & Marketing,region_22,Bachelor's,m,sourcing,1,32,1.0,6,0,0,51,0
21298,14312,Operations,region_26,Below Secondary,m,sourcing,1,25,,1,0,0,60,0
21299,11462,Sales & Marketing,region_1,Bachelor's,m,other,3,34,1.0,3,0,0,51,0
21300,49216,Finance,region_26,Bachelor's,f,other,1,26,1.0,3,0,0,59,0
21301,55786,Operations,region_22,Bachelor's,f,other,1,27,5.0,5,0,0,57,0
21302,28661,Analytics,region_7,Bachelor's,m,other,1,32,4.0,7,1,0,84,0
21303,73948,Analytics,region_32,Bachelor's,m,other,2,34,3.0,4,0,0,82,0
21304,14061,Operations,region_13,Master's & above,m,other,1,53,4.0,13,0,0,60,0
21305,27026,Procurement,region_2,Bachelor's,f,sourcing,3,35,4.0,3,1,0,72,0
21306,49638,HR,region_2,Below Secondary,f,referred,1,21,,1,0,0,51,0
21307,68486,Technology,region_15,Bachelor's,m,sourcing,2,30,5.0,2,1,0,84,0
21308,74176,Sales & Marketing,region_4,Master's & above,m,other,1,50,5.0,22,0,0,49,0
21309,5918,Sales & Marketing,region_3,Master's & above,m,other,1,46,5.0,5,0,0,52,0
21310,47020,Operations,region_8,Bachelor's,f,sourcing,1,39,4.0,9,0,0,57,0
21311,48678,HR,region_2,Master's & above,m,other,1,42,1.0,9,0,0,46,0
21312,27651,Sales & Marketing,region_27,Bachelor's,m,sourcing,1,42,1.0,4,0,0,48,0
21313,75813,R&D,region_15,Bachelor's,m,other,1,29,3.0,5,1,0,85,0
21314,9024,Sales & Marketing,region_2,Bachelor's,m,sourcing,1,41,5.0,10,0,0,48,0
21315,46264,Legal,region_22,Bachelor's,f,other,1,30,3.0,3,0,0,58,0
21316,1404,Sales & Marketing,region_15,Master's & above,m,other,1,30,2.0,5,0,0,46,0
21317,653,Operations,region_13,Bachelor's,f,sourcing,1,33,1.0,2,0,0,60,0
21318,69856,Procurement,region_2,Bachelor's,m,sourcing,3,38,1.0,11,0,0,70,0
21319,41305,Sales & Marketing,region_31,Bachelor's,m,other,1,40,3.0,12,0,0,50,0
21320,34820,R&D,region_22,Master's & above,m,other,1,34,5.0,2,1,0,84,0
21321,61187,Sales & Marketing,region_8,Bachelor's,m,other,1,26,1.0,3,0,0,51,0
21322,13995,Analytics,region_22,Bachelor's,f,sourcing,1,27,4.0,4,1,0,84,0
21323,6705,R&D,region_22,Bachelor's,m,sourcing,2,27,1.0,2,0,0,85,0
21324,77357,Sales & Marketing,region_11,Master's & above,m,sourcing,1,39,1.0,2,0,0,47,0
21325,29619,Operations,region_22,Bachelor's,f,sourcing,1,34,5.0,5,1,1,55,1
21326,40242,Operations,region_11,Bachelor's,f,sourcing,1,28,,1,0,0,62,0
21327,60583,Analytics,region_28,Master's & above,m,sourcing,2,33,3.0,10,1,0,82,0
21328,71675,Sales & Marketing,region_2,Master's & above,f,other,1,39,5.0,4,1,0,47,0
21329,72184,Operations,region_13,Bachelor's,m,other,1,42,4.0,7,1,0,62,0
21330,49867,Analytics,region_30,Bachelor's,m,sourcing,1,28,3.0,6,1,0,84,1
21331,54137,Legal,region_2,Bachelor's,m,sourcing,1,56,4.0,18,0,0,61,0
21332,17898,Operations,region_22,Master's & above,m,sourcing,1,38,4.0,7,0,0,66,0
21333,27055,Finance,region_4,Master's & above,m,other,1,52,3.0,9,0,0,61,0
21334,35131,Procurement,region_13,Master's & above,m,other,2,46,3.0,2,0,0,72,0
21335,13231,Technology,region_23,Bachelor's,f,sourcing,1,28,3.0,4,0,0,77,0
21336,34389,Procurement,region_3,Master's & above,m,other,1,34,3.0,7,0,0,70,0
21337,41457,Technology,region_27,Bachelor's,f,sourcing,1,35,5.0,6,1,0,77,1
21338,49729,Sales & Marketing,region_2,Bachelor's,m,other,2,30,3.0,6,1,0,53,0
21339,19632,Technology,region_27,Bachelor's,m,sourcing,2,40,5.0,3,0,0,73,0
21340,55674,Operations,region_11,Bachelor's,f,other,1,41,4.0,7,1,0,58,1
21341,52348,Sales & Marketing,region_2,,m,sourcing,1,40,3.0,7,0,0,50,0
21342,53479,Procurement,region_2,Bachelor's,f,sourcing,1,26,,1,0,0,69,0
21343,62859,Sales & Marketing,region_2,Bachelor's,m,referred,1,32,3.0,9,1,0,57,1
21344,44916,R&D,region_7,Master's & above,m,other,1,37,5.0,6,1,0,78,0
21345,42472,Operations,region_2,Bachelor's,m,sourcing,1,43,3.0,4,1,0,60,0
21346,31577,Procurement,region_17,Bachelor's,f,sourcing,1,43,4.0,10,0,0,73,0
21347,25172,Sales & Marketing,region_22,Master's & above,m,sourcing,1,33,3.0,6,1,0,50,0
21348,30078,Analytics,region_2,Bachelor's,m,sourcing,1,40,4.0,6,0,0,84,0
21349,7019,Analytics,region_28,Master's & above,m,other,3,31,5.0,9,1,0,82,0
21350,18300,Analytics,region_31,Bachelor's,m,sourcing,1,43,5.0,8,1,0,84,0
21351,40812,Procurement,region_20,Master's & above,m,other,1,38,5.0,10,1,0,70,0
21352,71818,Sales & Marketing,region_16,Bachelor's,m,other,1,27,4.0,3,1,0,44,0
21353,60854,Sales & Marketing,region_22,,m,other,1,24,,1,0,0,46,0
21354,53567,Technology,region_2,,f,other,2,40,2.0,7,0,0,79,0
21355,20392,Sales & Marketing,region_9,Bachelor's,m,other,1,27,2.0,4,0,0,54,0
21356,59425,Legal,region_25,Master's & above,m,other,1,36,5.0,10,1,0,59,0
21357,45372,Sales & Marketing,region_2,Bachelor's,f,sourcing,1,54,3.0,7,0,0,51,0
21358,32833,Operations,region_15,Bachelor's,m,other,1,44,3.0,3,0,0,56,0
21359,19524,Legal,region_2,Below Secondary,f,sourcing,1,26,5.0,2,0,0,57,0
21360,1566,Sales & Marketing,region_22,Bachelor's,m,other,3,25,2.0,2,0,0,48,0
21361,63637,Analytics,region_31,Master's & above,m,sourcing,1,37,3.0,3,1,0,83,0
21362,34215,Sales & Marketing,region_22,Bachelor's,f,sourcing,1,24,3.0,1,1,0,50,0
21363,40633,Technology,region_24,Bachelor's,f,other,1,29,1.0,7,0,0,84,0
21364,53095,Technology,region_5,Master's & above,m,sourcing,1,43,3.0,2,1,0,78,1
21365,71518,Sales & Marketing,region_2,Master's & above,m,sourcing,1,56,4.0,12,0,0,51,0
21366,39500,Procurement,region_2,Master's & above,m,sourcing,1,43,3.0,3,0,0,70,0
21367,76842,Sales & Marketing,region_17,Master's & above,m,other,1,34,5.0,10,0,0,53,0
21368,49341,Analytics,region_19,Bachelor's,m,other,1,38,3.0,6,0,0,85,0
21369,18161,Technology,region_26,Bachelor's,f,sourcing,1,35,3.0,9,0,0,76,0
21370,7356,Procurement,region_21,Master's & above,m,other,1,45,3.0,3,1,0,67,0
21371,3254,Sales & Marketing,region_2,Bachelor's,m,other,1,40,3.0,4,0,0,54,0
21372,31123,Sales & Marketing,region_20,Bachelor's,m,other,1,31,1.0,6,1,0,49,0
21373,49987,Procurement,region_17,Bachelor's,m,other,1,30,3.0,3,1,0,72,0
21374,42327,Operations,region_26,Bachelor's,m,other,1,41,3.0,10,0,0,61,0
21375,58167,Operations,region_22,Master's & above,f,other,1,31,5.0,7,1,0,57,1
21376,15309,Sales & Marketing,region_1,Bachelor's,m,other,1,28,4.0,7,0,0,49,0
21377,11862,Procurement,region_10,Master's & above,f,other,1,38,5.0,5,0,0,72,0
21378,70939,Operations,region_26,Bachelor's,m,other,2,31,3.0,7,1,0,66,0
21379,78003,Technology,region_26,Bachelor's,m,referred,1,29,4.0,4,1,0,76,0
21380,17410,Operations,region_14,Master's & above,f,other,1,34,3.0,9,1,0,56,0
21381,33258,Operations,region_4,Master's & above,f,other,1,42,3.0,11,0,0,56,0
21382,22074,Operations,region_11,Bachelor's,m,other,1,25,5.0,2,1,0,55,0
21383,44955,Analytics,region_8,Bachelor's,m,other,1,27,5.0,3,1,0,88,0
21384,58417,Procurement,region_15,Master's & above,m,other,1,32,5.0,4,0,0,73,0
21385,64164,Sales & Marketing,region_23,Bachelor's,m,other,2,31,3.0,5,0,0,45,0
21386,65863,Sales & Marketing,region_21,Bachelor's,m,sourcing,1,40,1.0,5,0,0,51,0
21387,16977,Sales & Marketing,region_7,Master's & above,m,other,3,40,3.0,6,0,0,49,0
21388,42844,Operations,region_30,Bachelor's,f,other,1,30,2.0,6,0,0,61,0
21389,74892,Analytics,region_22,Bachelor's,m,sourcing,1,27,3.0,4,0,0,83,0
21390,20051,Technology,region_13,Bachelor's,m,other,2,30,1.0,7,0,0,77,0
21391,6811,Finance,region_2,Below Secondary,f,sourcing,1,22,,1,1,0,56,0
21392,39385,Technology,region_26,Master's & above,f,sourcing,1,37,3.0,9,0,0,78,0
21393,74884,Sales & Marketing,region_2,Master's & above,m,other,1,45,3.0,16,0,0,46,0
21394,67401,HR,region_32,Bachelor's,m,other,1,26,4.0,3,0,0,48,0
21395,49658,Analytics,region_2,Bachelor's,m,sourcing,1,32,4.0,5,1,0,80,0
21396,33577,Sales & Marketing,region_25,Bachelor's,m,other,1,34,1.0,9,0,0,51,0
21397,4278,Finance,region_28,Bachelor's,m,other,1,31,3.0,5,0,0,55,0
21398,29185,Operations,region_2,Bachelor's,m,sourcing,1,41,4.0,10,0,0,63,0
21399,74520,Operations,region_13,Bachelor's,m,other,2,37,4.0,4,0,0,62,0
21400,63015,R&D,region_16,Bachelor's,m,other,1,32,5.0,6,1,0,80,0
21401,45480,Operations,region_23,Bachelor's,f,other,1,27,,1,1,0,59,0
21402,39126,Sales & Marketing,region_24,Bachelor's,m,sourcing,2,31,1.0,7,0,0,50,0
21403,60799,Operations,region_2,Bachelor's,m,sourcing,1,34,2.0,6,0,0,57,0
21404,62659,Sales & Marketing,region_11,Bachelor's,m,sourcing,1,41,3.0,11,0,0,45,0
21405,48911,Analytics,region_1,Master's & above,m,other,1,30,3.0,9,1,0,87,0
21406,60330,Technology,region_7,Master's & above,m,other,2,32,3.0,5,0,0,78,0
21407,63527,Finance,region_2,Master's & above,m,other,1,39,1.0,5,0,0,59,0
21408,16966,Sales & Marketing,region_7,Bachelor's,f,sourcing,1,38,2.0,5,0,0,52,0
21409,35513,Analytics,region_26,Bachelor's,m,other,2,33,3.0,5,0,0,87,0
21410,15238,Sales & Marketing,region_22,Master's & above,m,other,1,37,1.0,9,0,0,45,0
21411,70739,Operations,region_9,Master's & above,m,sourcing,1,28,,1,0,0,62,0
21412,10106,Procurement,region_2,Bachelor's,m,other,1,32,3.0,2,0,0,74,0
21413,65061,Analytics,region_8,Bachelor's,m,sourcing,1,30,3.0,8,0,0,85,0
21414,8399,Technology,region_22,Bachelor's,m,sourcing,1,34,5.0,7,0,1,83,1
21415,51178,Technology,region_16,Bachelor's,m,sourcing,1,30,4.0,8,1,0,77,0
21416,5650,Operations,region_8,Bachelor's,m,sourcing,1,32,4.0,8,0,0,65,0
21417,53429,Operations,region_2,Master's & above,m,other,2,34,4.0,8,1,0,62,0
21418,18509,Operations,region_31,Bachelor's,m,other,1,26,5.0,3,0,0,61,0
21419,21562,Operations,region_21,Bachelor's,m,other,1,47,3.0,14,0,0,60,0
21420,66212,Analytics,region_22,Bachelor's,m,other,4,27,3.0,2,1,0,86,0
21421,4300,Finance,region_31,Bachelor's,f,sourcing,3,27,1.0,2,0,0,62,0
21422,13049,Technology,region_27,Below Secondary,m,other,1,23,3.0,2,1,0,78,1
21423,51310,HR,region_2,Master's & above,m,other,1,59,3.0,13,0,0,46,0
21424,55686,Legal,region_2,Bachelor's,m,other,1,35,4.0,7,1,0,60,0
21425,64908,Technology,region_11,Master's & above,m,other,1,39,1.0,7,0,0,76,0
21426,45124,Procurement,region_8,Master's & above,f,sourcing,1,34,3.0,3,0,0,73,0
21427,77200,Operations,region_6,Bachelor's,f,sourcing,1,28,2.0,4,1,0,59,0
21428,49842,Sales & Marketing,region_29,Bachelor's,f,other,1,33,4.0,4,1,0,57,1
21429,49549,Operations,region_13,Master's & above,f,sourcing,1,39,5.0,3,1,0,59,1
21430,41524,Technology,region_11,Master's & above,m,other,1,41,1.0,6,1,0,80,0
21431,30031,Sales & Marketing,region_22,Bachelor's,f,other,1,40,3.0,7,0,0,45,0
21432,75430,Procurement,region_22,Bachelor's,f,other,1,33,3.0,7,0,0,67,0
21433,58130,Analytics,region_26,Bachelor's,m,other,1,28,,1,0,0,81,0
21434,54795,Operations,region_4,Bachelor's,f,sourcing,2,47,5.0,16,1,0,56,0
21435,17028,Sales & Marketing,region_11,Bachelor's,m,other,1,51,4.0,16,0,0,50,0
21436,67474,Operations,region_23,Master's & above,m,other,1,32,4.0,3,0,0,61,0
21437,70050,Operations,region_2,Bachelor's,m,other,1,30,4.0,5,0,0,55,0
21438,59324,Finance,region_26,Bachelor's,m,sourcing,1,26,,1,0,0,61,0
21439,35347,Sales & Marketing,region_2,Bachelor's,m,other,1,43,3.0,5,0,0,48,0
21440,43831,Operations,region_23,Bachelor's,f,other,1,35,3.0,3,0,0,60,0
21441,16451,Sales & Marketing,region_2,Master's & above,m,sourcing,1,38,2.0,8,0,0,49,0
21442,47625,Operations,region_31,Bachelor's,f,sourcing,1,33,2.0,4,0,0,63,0
21443,6863,Operations,region_20,Bachelor's,m,other,1,32,5.0,8,1,0,56,0
21444,31947,Sales & Marketing,region_28,Bachelor's,m,other,1,28,1.0,4,1,0,52,0
21445,62112,Analytics,region_5,Bachelor's,m,sourcing,2,31,4.0,7,0,0,85,0
21446,49592,Technology,region_7,Bachelor's,m,sourcing,1,29,1.0,2,0,0,78,0
21447,78260,Sales & Marketing,region_32,Bachelor's,m,other,2,33,1.0,3,0,0,48,0
21448,48948,Sales & Marketing,region_15,Bachelor's,m,sourcing,4,38,3.0,6,1,0,50,0
21449,45092,Procurement,region_2,Master's & above,f,sourcing,1,34,5.0,4,1,0,66,0
21450,71881,Operations,region_22,Master's & above,f,other,1,29,3.0,4,0,0,58,0
21451,54313,Operations,region_15,Bachelor's,f,sourcing,1,37,3.0,9,1,0,58,1
21452,69817,Procurement,region_22,Master's & above,m,other,1,38,3.0,9,0,0,69,0
21453,45911,Legal,region_22,Bachelor's,m,other,1,29,4.0,2,1,0,56,0
21454,31697,Procurement,region_24,Bachelor's,m,other,1,31,1.0,2,0,0,70,0
21455,65285,HR,region_7,Bachelor's,f,sourcing,1,39,3.0,12,0,0,50,0
21456,45674,Technology,region_16,Bachelor's,m,sourcing,1,32,1.0,3,0,0,76,0
21457,37849,Technology,region_7,Master's & above,m,other,1,45,1.0,15,0,0,84,0
21458,236,Operations,region_31,Master's & above,m,sourcing,2,38,3.0,8,0,0,77,1
21459,68363,Technology,region_19,Bachelor's,m,other,3,34,3.0,5,0,0,86,0
21460,14783,R&D,region_7,Bachelor's,m,other,2,32,5.0,4,1,0,89,0
21461,15714,Operations,region_21,Bachelor's,m,sourcing,1,28,,1,1,0,58,0
21462,54525,HR,region_20,Bachelor's,m,other,1,29,,1,0,0,53,0
21463,14472,R&D,region_12,Bachelor's,m,other,1,30,3.0,2,1,1,86,0
21464,59850,Procurement,region_2,Bachelor's,f,sourcing,1,30,2.0,4,1,0,68,0
21465,23113,Sales & Marketing,region_13,Bachelor's,m,other,1,47,4.0,3,0,0,46,0
21466,53689,HR,region_22,Master's & above,f,other,1,34,4.0,8,1,0,47,0
21467,60985,Technology,region_2,Bachelor's,f,other,2,31,4.0,9,1,0,79,0
21468,73032,Technology,region_13,Master's & above,f,other,1,43,3.0,12,0,0,82,0
21469,2611,Analytics,region_29,Bachelor's,m,sourcing,1,26,5.0,3,1,0,84,0
